DateTime,BatteryV,Microphone,TempC,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
2/5/2025 2:06,4.06,1,26.11,-0.0273,-0.0278,1.0365,-0.07,-2.45,-0.84
2/5/2025 2:06,4.08,-1,26.17,-0.0273,-0.0273,1.0346,0.28,-2.38,-0.84
2/5/2025 2:06,4.1,3,26.15,-0.0259,-0.0268,1.0346,0.35,-2.38,-0.7
2/5/2025 2:06,4.1,2,26.13,-0.0259,-0.0264,1.0346,0.07,-2.31,-0.91
2/5/2025 2:06,4.1,1,26.15,-0.0259,-0.0234,1.0365,0.07,-2.24,-0.84
2/5/2025 2:06,4.08,5,26.17,-0.0244,-0.0234,1.0336,0.07,-2.17,-0.77
2/5/2025 2:06,4.08,-1,26.13,-0.0268,-0.0244,1.035,0.42,-2.52,-0.91
2/5/2025 2:06,4.08,-1,26.16,-0.0264,-0.0264,1.0336,0.21,-2.45,-0.91
2/5/2025 2:06,4.08,2,26.12,-0.0264,-0.0249,1.035,0.21,-2.38,-0.77
2/5/2025 2:06,4.1,6,26.12,-0.0268,-0.0254,1.035,-0.07,-2.24,-0.98
2/5/2025 2:06,4.05,1,26.22,-0.0259,-0.0249,1.036,0.14,-2.31,-0.77
2/5/2025 2:06,4.09,-3,26.14,-0.0264,-0.0249,1.035,0,-2.24,-0.77
2/5/2025 2:06,4.06,5,26.14,-0.0259,-0.0244,1.0365,0.14,-2.38,-0.63
2/5/2025 2:06,4.08,-6,26.17,-0.0249,-0.0244,1.0341,0.35,-2.52,-0.7
2/5/2025 2:06,4.08,18,26.15,-0.0273,-0.0234,1.0365,0.35,-2.45,-0.7
2/5/2025 2:06,4.08,1,26.15,-0.0259,-0.0244,1.0346,0.07,-2.38,-0.91
2/5/2025 2:06,4.09,-11,26.11,-0.0273,-0.0259,1.0321,0,-2.17,-0.91
2/5/2025 2:06,4.09,4,26.2,-0.0259,-0.0239,1.035,0.14,-2.31,-0.7
2/5/2025 2:06,4.06,-7,26.18,-0.0264,-0.0234,1.0331,0.14,-2.38,-0.84
2/5/2025 2:06,4.07,14,26.17,-0.0244,-0.0264,1.0341,0.35,-2.38,-0.84
2/5/2025 2:06,4.05,-6,26.17,-0.0254,-0.0244,1.0355,0.28,-2.38,-0.91
2/5/2025 2:06,4.08,9,26.19,-0.0278,-0.0239,1.0346,0.14,-2.24,-0.77
2/5/2025 2:06,4.1,3,26.19,-0.0273,-0.0268,1.035,0.07,-2.38,-1.12
2/5/2025 2:06,4.08,1,26.14,-0.0259,-0.0254,1.0346,0.35,-2.24,-0.98
2/5/2025 2:06,4.09,-5,26.13,-0.0273,-0.0244,1.0365,0.14,-2.31,-0.91
2/5/2025 2:06,4.07,10,26.1,-0.0264,-0.0254,1.0331,0,-2.31,-0.84
2/5/2025 2:06,4.09,-10,26.17,-0.0259,-0.0234,1.035,0.07,-2.17,-0.84
2/5/2025 2:06,4.08,1,26.14,-0.0268,-0.0244,1.0336,0.07,-2.24,-0.98
2/5/2025 2:06,4.09,2,26.15,-0.0264,-0.0249,1.0365,-0.07,-2.38,-0.77
2/5/2025 2:06,4.06,2,26.17,-0.0264,-0.0239,1.037,0.14,-2.31,-0.84
2/5/2025 2:06,4.05,-4,26.14,-0.0268,-0.0259,1.0355,0.35,-2.24,-0.7
